# Created by Octave 3.2.4, Tue May 08 18:53:49 2012 CEST <mu@Martin-HP>
# name: list
# type: matrix
# rows: 16
# columns: 3
 0 15 0.1
 1 14.4 0.1
 2 14 0.1
 3 13.5 0.1
 4 13.2 0.1
 5 12.8 0.1
 6 12.6 0.1
 7 12.2 0.1
 8 11.6 0.1
 9 11.4 0.1
 10 11 0.1
 11 10.8 0.1
 12 10.4 0.1
 13 10 0.1
 14 9.800000000000001 0.1
 15 9.4 0.1
