# Created by Octave 3.2.4, Tue May 22 18:26:41 2012 CEST <mu@Martin-Eee>
# name: list_50_100
# type: matrix
# rows: 6
# columns: 2
 114.270311568103 1
 100.5278854796336 1
 101.6059248017435 1
 24.1428448392627 0.25
 46.64274291630132 0.5
 105.8919320879721 0.75
