# Created by Octave 3.2.4, Tue May 22 18:26:41 2012 CEST <mu@Martin-Eee>
# name: list_50_25
# type: matrix
# rows: 6
# columns: 2
 102.1192472551714 1
 98.17932858260934 1
 100.9696964045854 1
 30.37736042194325 0.25
 46.82764954540976 0.5
 78.4619322122896 0.75
