# Created by Octave 3.2.4, Tue May 22 18:26:41 2012 CEST <mu@Martin-Eee>
# name: list_25_25
# type: matrix
# rows: 6
# columns: 2
 54.24795224201696 1
 51.42792396898228 1
 50.71303537096816 1
 13.39639017585887 0.25
 25.46953604255249 0.5
 37.64955292163604 0.75
